Nomor #,Tanggal Transaksi Keterangan,Tanggal Transaksi Jurnal,Store,Jenis Jurnal,Nilai,Keterangan
JV.2025.10.00262,9-Oct-2025,9-Oct-2025,La Piazza,Penjualan cafe,"18,080,975.00",Penjualan cafe tanggal 09/10/2025
JV.2025.10.00263,9-Oct-2025,10-Oct-2025,La Piazza,Uang masuk,"16,372,975.00",Uang masuk penjualan cafe tanggal
JV.2025.10.00291,10-Oct-2025,10-Oct-2025,MKG,Penjualan cafe,"962,115.00",Penjualan cafe strada MKG tanggal 10/10/2025
JV.2025.10.00296,10-Oct-2025,11-Oct-2025,MKG,Uang masuk,"962,115.00",Uang masuk penjualan cafe strada MKG tanggal 10/10/2025
JV.2025.10.01146,10-Oct-2025,10-Oct-2025,SMS,Penjualan cafe,"366,805.00",Penjualan cafe strada SMS tanggal 10/10/2025
JV.2025.10.00312,10-Oct-2025,11-Oct-2025,SMS,Uang masuk,"366,805.00",Uang masuk penjualan cafe strada SMS tanggal 10/10/2025
JV.2025.10.00266,10-Oct-2025,10-Oct-2025,La Piazza,Penjualan cafe,"15,496,385.00",Penjualan cafe strada tanggal 10/10/2025
JV.2025.10.01251,10-Oct-2025,11-Oct-2025,La Piazza,Uang masuk,"14,696,780.00",Uang masuk penjualan cafe tanggal 10/10/2025
JV.2025.10.00267,10-Oct-2025,11-Oct-2025,La Piazza,Uang masuk,"14,696,780.00",Uang masuk penjualan cafe tanggal 10/10/2025
JV.2025.10.01098,11-Oct-2025,11-Oct-2025,MKG,Penjualan cafe,"2,453,215.00",Penjualan cafe strada MKG tanggal 11/10/2025
JV.2025.10.01196,11-Oct-2025,12-Oct-2025,MKG,Uang masuk,"2,453,215.00",Uang masuk penjualan cafe strada MKG tanggal 11/10/2025
JV.2025.10.01147,11-Oct-2025,11-Oct-2025,SMS,Penjualan cafe,"1,345,715.00",Penjualan cafe strada SMS tanggal 11/10/2025
JV.2025.10.01171,11-Oct-2025,12-Oct-2025,SMS,Uang masuk,"1,345,715.00",Uang masuk penjualan cafe strada SMS tanggal 11/10/2025
JV.2025.10.00992,11-Oct-2025,11-Oct-2025,La Piazza,Penjualan cafe,"28,018,970.00",Penjualan cafe tanggal 11/10/2025
JV.2025.10.01218,11-Oct-2025,12-Oct-2025,La Piazza,Uang masuk,"27,231,135.00",Uang masuk penjualan cafe tanggal 11/10/2025
JV.2025.10.01099,12-Oct-2025,12-Oct-2025,MKG,Penjualan cafe,"2,276,295.00",Penjualan cafe strada MKG tanggal 12/10/2025
JV.2025.10.01197,12-Oct-2025,13-Oct-2025,MKG,Uang masuk,"2,276,295.00",Uang masuk penjualan cafe strada MKG tanggal 12/10/2025
JV.2025.10.01148,12-Oct-2025,12-Oct-2025,SMS,Penjualan cafe,"787,710.00",Penjualan cafe strada SMS tanggal 12/10/2025
JV.2025.10.01172,12-Oct-2025,13-Oct-2025,SMS,Uang masuk,"787,710.00",Uang masuk penjualan cafe strada SMS tanggal 12/10/2025
JV.2025.10.00993,12-Oct-2025,12-Oct-2025,La Piazza,Penjualan cafe,"19,775,645.00",Penjualan cafe tanggal 12/10/2025
JV.2025.10.01219,12-Oct-2025,13-Oct-2025,La Piazza,Uang masuk,"19,761,245.00",Uang masuk penjualan cafe tanggal 12/10/2025
JV.2025.10.01100,13-Oct-2025,13-Oct-2025,MKG,Penjualan cafe,"728,805.00",Penjualan cafe strada MKG tanggal 13/10/2025
JV.2025.10.01198,13-Oct-2025,14-Oct-2025,MKG,Uang masuk,"728,805.00",Uang masuk penjualan cafe strada MKG tanggal 13/10/2025
JV.2025.10.01149,13-Oct-2025,13-Oct-2025,SMS,Penjualan cafe,"1,295,190.00",Penjualan cafe strada SMS tanggal 13/10/2025
JV.2025.10.01173,13-Oct-2025,14-Oct-2025,SMS,Uang masuk,"1,295,190.00",Uang masuk penjualan cafe strada SMS tanggal 13/10/2025
JV.2025.10.00994,13-Oct-2025,13-Oct-2025,La Piazza,Penjualan cafe,"9,633,890.00",Penjualan cafe tanggal 13/10/2025
JV.2025.10.01220,13-Oct-2025,14-Oct-2025,La Piazza,Uang masuk,"9,465,515.00",Uang masuk penjualan cafe tanggal 13/10/2025
JV.2025.11.00439,14-Oct-2025,14-Oct-2025,MKG,Penjualan cafe,"1,128,825.00",Penjualan cafe strada MKG tanggal 14/10/2025
JV.2025.10.01199,14-Oct-2025,15-Oct-2025,MKG,Uang masuk,"1,378,825.00",Uang masuk penjualan cafe strada MKG tanggal 14/10/2025
JV.2025.10.01150,14-Oct-2025,14-Oct-2025,SMS,Penjualan cafe,"214,275.00",Penjualan cafe strada SMS tanggal 14/10/2025
JV.2025.10.01174,14-Oct-2025,15-Oct-2025,SMS,Uang masuk,"214,275.00",Uang masuk penjualan cafe strada SMS tanggal 14/10/2025
JV.2025.10.00995,14-Oct-2025,14-Oct-2025,La Piazza,Penjualan cafe,"12,831,045.00",Penjualan cafe tanggal 14/10/2025
JV.2025.10.01221,14-Oct-2025,15-Oct-2025,La Piazza,Uang masuk,"12,325,995.00",Uang masuk penjualan cafe tanggal 14/10/2025
JV.2025.10.01101,15-Oct-2025,15-Oct-2025,MKG,Penjualan cafe,"532,455.00",Penjualan cafe strada MKG tanggal 15/10/2025
JV.2025.10.01200,15-Oct-2025,16-Oct-2025,MKG,Uang masuk,"532,455.00",Uang masuk penjualan cafe strada MKG tanggal 15/10/2025
JV.2025.10.01151,15-Oct-2025,15-Oct-2025,SMS,Penjualan cafe,"206,745.00",Penjualan cafe strada SMS tanggal 15/10/2025
JV.2025.10.01175,15-Oct-2025,16-Oct-2025,SMS,Uang masuk,"206,745.00",Uang masuk penjualan cafe strada SMS tanggal 15/10/2025
JV.2025.10.00996,15-Oct-2025,15-Oct-2025,La Piazza,Penjualan cafe,"11,718,950.00",Penjualan cafe tanggal 15/10/2025
JV.2025.10.01222,15-Oct-2025,16-Oct-2025,La Piazza,Uang masuk,"11,422,600.00",Uang masuk penjualan cafe tanggal 15/10/2025
JV.2025.10.01102,16-Oct-2025,16-Oct-2025,MKG,Penjualan cafe,"1,172,690.00",Penjualan cafe strada MKG tanggal 16/10/2025
JV.2025.10.01201,16-Oct-2025,17-Oct-2025,MKG,Uang masuk,"1,172,690.00",Uang masuk penjualan cafe strada MKG tanggal 16/10/2025
JV.2025.10.01152,16-Oct-2025,16-Oct-2025,SMS,Penjualan cafe,"380,270.00",Penjualan cafe strada SMS tanggal 16/10/2025
JV.2024.10.00951,16-Oct-2025,17-Oct-2025,SMS,Uang masuk,"380,270.00",Uang masuk penjualan cafe strada SMS tanggal 16/10/2025
JV.2025.10.00997,16-Oct-2025,16-Oct-2025,La Piazza,Penjualan cafe,"11,519,600.00",Penjualan cafe tanggal 16/10/2025
JV.2025.10.01223,16-Oct-2025,17-Oct-2025,La Piazza,Uang masuk,"11,222,450.00",Uang masuk penjualan cafe tanggal 16/10/2025
JV.2025.10.01103,17-Oct-2025,17-Oct-2025,MKG,Penjualan cafe,"889,905.00",Penjualan cafe strada MKG tanggal 17/10/2025
JV.2025.10.01202,17-Oct-2025,18-Oct-2025,MKG,Uang masuk,"889,905.00",Uang masuk penjualan cafe strada MKG tanggal 17/10/2025
JV.2025.10.01153,17-Oct-2025,17-Oct-2025,SMS,Penjualan cafe,"1,072,860.00",Penjualan cafe strada SMS tanggal 17/10/2025
JV.2025.10.01176,17-Oct-2025,18-Oct-2025,SMS,Uang masuk,"1,072,860.00",Uang masuk penjualan cafe strada SMS tanggal 17/10/2025
JV.2025.10.00998,17-Oct-2025,17-Oct-2025,La Piazza,Penjualan cafe,"14,517,340.00",Penjualan cafe tanggal 17/10/2025
JV.2025.10.01224,17-Oct-2025,18-Oct-2025,La Piazza,Uang masuk,"14,435,440.00",Uang masuk penjualan cafe tanggal 17/10/2025
JV.2025.10.01262,17-Oct-2025,18-Oct-2025,La Piazza,Uang masuk,"207,900.00",Uang masuk setoran cash penjualan tanggal 17/10/2025
JV.2025.10.01104,18-Oct-2025,18-Oct-2025,MKG,Penjualan cafe,"1,908,795.00",Penjualan cafe strada MKG tanggal 18/10/2025
JV.2025.10.01203,18-Oct-2025,19-Oct-2025,MKG,Uang masuk,"1,908,795.00",Uang masuk penjualan cafe strada MKG tanggal 18/10/2025
JV.2025.10.01154,18-Oct-2025,18-Oct-2025,SMS,Penjualan cafe,"699,930.00",Penjualan cafe strada SMS tanggal 18/10/2025
JV.2025.10.01177,18-Oct-2025,19-Oct-2025,SMS,Uang masuk,"699,930.00",Uang masuk penjualan cafe strada SMS tanggal 18/10/2025
JV.2025.10.00999,18-Oct-2025,18-Oct-2025,La Piazza,Penjualan cafe,"37,283,350.00",Penjualan cafe tanggal 18/10/2025
JV.2025.10.01225,18-Oct-2025,19-Oct-2025,La Piazza,Uang masuk,"37,066,068.00",Uang masuk penjualan cafe tanggal 18/10/2025
JV.2025.10.01105,19-Oct-2025,19-Oct-2025,MKG,Penjualan cafe,"2,736,305.00",Penjualan cafe strada MKG tanggal 19/10/2025
JV.2025.10.01204,19-Oct-2025,20-Oct-2025,MKG,Uang masuk,"2,736,305.00",Uang masuk penjualan cafe strada MKG tanggal 19/10/2025
JV.2025.10.01155,19-Oct-2025,19-Oct-2025,SMS,Penjualan cafe,"1,362,025.00",Penjualan cafe strada SMS tanggal 19/10/2025
JV.2025.10.01178,19-Oct-2025,20-Oct-2025,SMS,Uang masuk,"1,362,025.00",Uang masuk penjualan cafe strada SMS tanggal 19/10/2025
JV.2025.10.01000,19-Oct-2025,19-Oct-2025,La Piazza,Penjualan cafe,"22,279,060.00",Penjualan cafe tanggal 19/10/2025
JV.2025.10.01226,19-Oct-2025,20-Oct-2025,La Piazza,Uang masuk,"22,386,205.00",Uang masuk penjualan cafe tanggal 19/10/2025
JV.2025.10.01106,20-Oct-2025,20-Oct-2025,MKG,Penjualan cafe,"838,530.00",Penjualan cafe strada MKG tanggal 20/10/2025
JV.2025.10.01205,20-Oct-2025,21-Oct-2025,MKG,Uang masuk,"827,580.00",Uang masuk penjualan cafe strada MKG tanggal 20/10/2025
JV.2025.10.01156,20-Oct-2025,20-Oct-2025,SMS,Penjualan cafe,"121,275.00",Penjualan cafe strada SMS tanggal 20/10/2025
JV.2025.10.01227,20-Oct-2025,21-Oct-2025,La Piazza,Uang masuk,"12,510,955.00",Uang masuk penjualan cafe tanggal 20/10/2025
JV.2025.10.01107,21-Oct-2025,21-Oct-2025,MKG,Penjualan cafe,"845,460.00",Penjualan cafe strada MKG tanggal 21/10/2025
JV.2025.10.01206,21-Oct-2025,22-Oct-2025,MKG,Uang masuk,"845,460.00",Uang masuk penjualan cafe strada MKG tanggal 21/10/2025
JV.2025.10.01157,21-Oct-2025,21-Oct-2025,SMS,Penjualan cafe,"92,400.00",Penjualan cafe strada SMS tanggal 21/10/2025
JV.2025.10.01180,21-Oct-2025,22-Oct-2025,SMS,Uang masuk,"92,400.00",Uang masuk penjualan cafe strada SMS tanggal 21/10/2025
JV.2025.10.01002,21-Oct-2025,21-Oct-2025,La Piazza,Penjualan cafe,"12,980,905.00",Penjualan cafe tanggal 21/10/2025
JV.2025.10.01228,21-Oct-2025,22-Oct-2025,La Piazza,Uang masuk,"12,352,480.00",Uang masuk penjualan cafe tanggal 21/10/2025
JV.2025.10.01189,22-Oct-2025,23-Oct-2025,Gojek,Penjualan Event,"2,552,000.00",Penjualan Event Gojek tanggal 22/10/2025
JV.2025.10.00280,22-Oct-2025,22-Sep-2025,MKG,Penjualan cafe,"395,010.00",Penjualan cafe strada MKG tanggal 22/10/2025
JV.2025.10.01108,22-Oct-2025,22-Oct-2025,MKG,Penjualan cafe,"809,655.00",Penjualan cafe strada MKG tanggal 22/10/2025
JV.2025.10.01207,22-Oct-2025,23-Oct-2025,MKG,Uang masuk,"804,405.00",Uang masuk penjualan cafe strada MKG tanggal 22/10/2025
JV.2025.10.01158,22-Oct-2025,22-Oct-2025,SMS,Penjualan cafe,"431,460.00",Penjualan cafe strada SMS tanggal 22/10/2025
JV.2025.10.01181,22-Oct-2025,23-Oct-2025,SMS,Uang masuk,"383,460.00",Uang masuk penjualan cafe strada SMS tanggal 22/10/2025
JV.2025.10.01003,22-Oct-2025,22-Oct-2025,La Piazza,Penjualan cafe,"8,648,155.00",Penjualan cafe tanggal 22/10/2025
JV.2025.10.01229,22-Oct-2025,23-Oct-2025,La Piazza,Uang masuk,"8,506,005.00",Uang masuk penjualan cafe tanggal 22/10/2025
JV.2025.10.01190,23-Oct-2025,24-Oct-2025,Gojek,Penjualan Event,"1,842,000.00",Penjualan Event Gojek tanggal 23/10/2025
JV.2025.10.00281,23-Oct-2025,23-Sep-2025,MKG,Penjualan cafe,"766,155.00",Penjualan cafe strada MKG tanggal 23/10/2025
JV.2025.10.01109,23-Oct-2025,23-Oct-2025,MKG,Penjualan cafe,"537,075.00",Penjualan cafe strada MKG tanggal 23/10/2025
JV.2025.10.01208,23-Oct-2025,24-Oct-2025,MKG,Uang masuk,"537,075.00",Uang masuk penjualan cafe strada MKG tanggal 23/10/2025
JV.2025.10.01159,23-Oct-2025,23-Oct-2025,SMS,Penjualan cafe,"391,060.00",Penjualan cafe strada SMS tanggal 23/10/2025
JV.2025.10.01182,23-Oct-2025,24-Oct-2025,SMS,Uang masuk,"391,060.00",Uang masuk penjualan cafe strada SMS tanggal 23/10/2025
JV.2025.10.01004,23-Oct-2025,23-Oct-2025,La Piazza,Penjualan cafe,"12,285,205.00",Penjualan cafe tanggal 23/10/2025
JV.2025.10.01230,23-Oct-2025,24-Oct-2025,La Piazza,Uang masuk,"11,806,480.00",Uang masuk penjualan cafe tanggal 23/10/2025
JV.2025.10.01191,24-Oct-2025,25-Oct-2025,Gojek,Penjualan Event,"2,256,000.00",Penjualan Event Gojek tanggal 24/10/2025
JV.2025.10.01110,24-Oct-2025,24-Oct-2025,MKG,Penjualan cafe,"1,201,535.00",Penjualan cafe strada MKG tanggal 24/10/2025
JV.2025.10.01209,24-Oct-2025,25-Oct-2025,MKG,Uang masuk,"1,201,535.00",Uang masuk penjualan cafe strada MKG tanggal 24/10/2025
JV.2025.10.01160,24-Oct-2025,24-Oct-2025,SMS,Penjualan cafe,"384,430.00",Penjualan cafe strada SMS tanggal 24/10/2025
JV.2025.10.01183,24-Oct-2025,25-Oct-2025,SMS,Uang masuk,"375,130.00",Uang masuk penjualan cafe strada SMS tanggal 24/10/2025
JV.2025.10.01005,24-Oct-2025,24-Oct-2025,La Piazza,Penjualan cafe,"12,199,235.00",Penjualan cafe tanggal 24/10/2025
JV.2025.10.01231,24-Oct-2025,25-Oct-2025,La Piazza,Uang masuk,"11,556,595.00",Uang masuk penjualan cafe tanggal 24/10/2025
JV.2025.10.01111,25-Oct-2025,25-Oct-2025,MKG,Penjualan cafe,"2,081,630.00",Penjualan cafe strada MKG tanggal 25/10/2025
JV.2025.10.01210,25-Oct-2025,26-Oct-2025,MKG,Uang masuk,"2,081,630.00",Uang masuk penjualan cafe strada MKG tanggal 25/10/2025
JV.2025.10.01161,25-Oct-2025,25-Oct-2025,SMS,Penjualan cafe,"1,753,615.00",Penjualan cafe strada SMS tanggal 25/10/2025
JV.2025.11.00829,25-Oct-2025,26-Oct-2025,SMS,Uang masuk,"1,753,615.00",Uang masuk penjualan cafe strada SMS tanggal 25/10/2025
JV.2025.10.01006,25-Oct-2025,25-Oct-2025,La Piazza,Penjualan cafe,"28,520,020.00",Penjualan cafe tanggal 25/10/2025
JV.2025.10.01232,25-Oct-2025,26-Oct-2025,La Piazza,Uang masuk,"28,316,670.00",Uang masuk penjualan cafe tanggal 25/10/2025
JV.2025.10.01112,26-Oct-2025,26-Oct-2025,MKG,Penjualan cafe,"1,992,375.00",Penjualan cafe strada MKG tanggal 26/10/2025
JV.2025.10.01211,26-Oct-2025,27-Oct-2025,MKG,Uang masuk,"1,992,375.00",Uang masuk penjualan cafe strada MKG tanggal 26/10/2025
JV.2025.10.01162,26-Oct-2025,26-Oct-2025,SMS,Penjualan cafe,"858,835.00",Penjualan cafe strada SMS tanggal 26/10/2025
JV.2025.10.01184,26-Oct-2025,27-Oct-2025,SMS,Uang masuk,"910,435.00",Uang masuk penjualan cafe strada SMS tanggal 26/10/2025
JV.2025.10.01007,26-Oct-2025,26-Oct-2025,La Piazza,Penjualan cafe,"25,728,323.50",Penjualan cafe tanggal 26/10/2025
JV.2025.10.01233,26-Oct-2025,27-Oct-2025,La Piazza,Uang masuk,"25,176,873.00",Uang masuk penjualan cafe tanggal 26/10/2025
JV.2025.10.01192,27-Oct-2025,28-Oct-2025,Gojek,Penjualan Event,"2,656,000.00",Penjualan Event Gojek tanggal 27/10/2025
JV.2025.10.01113,27-Oct-2025,27-Oct-2025,MKG,Penjualan cafe,"680,730.00",Penjualan cafe strada MKG tanggal 27/10/2025
JV.2025.10.01212,27-Oct-2025,28-Oct-2025,MKG,Uang masuk,"680,730.00",Uang masuk penjualan cafe strada MKG tanggal 27/10/2025
JV.2025.10.01163,27-Oct-2025,27-Oct-2025,SMS,Penjualan cafe,"515,075.00",Penjualan cafe strada SMS tanggal 27/10/2025
JV.2025.10.01185,27-Oct-2025,28-Oct-2025,SMS,Uang masuk,"463,475.00",Uang masuk penjualan cafe strada SMS tanggal 27/10/2025
JV.2025.10.01008,27-Oct-2025,27-Oct-2025,La Piazza,Penjualan cafe,"7,067,120.00",Penjualan cafe tanggal 27/10/2025
JV.2025.10.01234,27-Oct-2025,28-Oct-2025,La Piazza,Uang masuk,"6,863,020.00",Uang masuk penjualan cafe tanggal 27/10/2025
JV.2025.10.01193,28-Oct-2025,29-Oct-2025,Gojek,Penjualan Event,"2,518,000.00",Penjualan Event Gojek tanggal 28/10/2025
JV.2025.10.01114,28-Oct-2025,28-Oct-2025,MKG,Penjualan cafe,"724,460.00",Penjualan cafe strada MKG tanggal 28/10/2025
JV.2025.10.01213,28-Oct-2025,29-Oct-2025,MKG,Uang masuk,"724,460.00",Uang masuk penjualan cafe strada MKG tanggal 28/10/2025
JV.2025.10.01164,28-Oct-2025,28-Oct-2025,SMS,Penjualan cafe,"84,315.00",Penjualan cafe strada SMS tanggal 28/10/2025
JV.2025.10.01186,28-Oct-2025,29-Oct-2025,SMS,Uang masuk,"84,315.00",Uang masuk penjualan cafe strada SMS tanggal 28/10/2025
JV.2025.10.01055,28-Oct-2025,28-Oct-2025,La Piazza,Penjualan cafe,"12,906,095.00",Penjualan cafe tanggal 28/10/2025
JV.2025.10.01235,28-Oct-2025,29-Oct-2025,La Piazza,Uang masuk,"12,850,895.00",Uang masuk penjualan cafe tanggal 28/10/2025
JV.2025.10.01194,29-Oct-2025,30-Oct-2025,Gojek,Penjualan Event,"2,722,400.00",Penjualan Event Gojek tanggal 29/10/2025
JV.2025.10.01115,29-Oct-2025,29-Oct-2025,MKG,Penjualan cafe,"314,160.00",Penjualan cafe strada MKG tanggal 29/10/2025
JV.2025.10.01214,29-Oct-2025,30-Oct-2025,MKG,Uang masuk,"314,160.00",Uang masuk penjualan cafe strada MKG tanggal 29/10/2025
JV.2025.10.01165,29-Oct-2025,29-Oct-2025,SMS,Penjualan cafe,"261,030.00",Penjualan cafe strada SMS tanggal 29/10/2025
JV.2025.10.01187,29-Oct-2025,30-Oct-2025,SMS,Uang masuk,"261,030.00",Uang masuk penjualan cafe strada SMS tanggal 29/10/2025
JV.2025.10.01056,29-Oct-2025,29-Oct-2025,La Piazza,Penjualan cafe,"10,229,320.00",Penjualan cafe tanggal 29/10/2025
JV.2025.10.01236,29-Oct-2025,30-Oct-2025,La Piazza,Uang masuk,"10,075,660.00",Uang masuk penjualan cafe tanggal 29/10/2025
JV.2025.10.01195,30-Oct-2025,31-Oct-2025,Gojek,Penjualan Event,"1,920,000.00",Penjualan Event Gojek tanggal 30/10/2025
JV.2025.10.01116,30-Oct-2025,30-Oct-2025,MKG,Penjualan cafe,"519,750.00",Penjualan cafe strada MKG tanggal 30/10/2025
JV.2025.10.01215,30-Oct-2025,31-Oct-2025,MKG,Uang masuk,"519,750.00",Uang masuk penjualan cafe strada MKG tanggal 30/10/2025
JV.2025.10.01166,30-Oct-2025,30-Oct-2025,SMS,Penjualan cafe,"373,340.00",Penjualan cafe strada SMS tanggal 30/10/2025
JV.2025.10.01188,30-Oct-2025,31-Oct-2025,SMS,Uang masuk,"373,340.00",Uang masuk penjualan cafe strada SMS tanggal 30/10/2025
JV.2025.10.01057,30-Oct-2025,30-Oct-2025,La Piazza,Penjualan cafe,"7,112,870.00",Penjualan cafe tanggal 30/10/2025
JV.2025.10.01237,30-Oct-2025,31-Oct-2025,La Piazza,Uang masuk,"7,015,020.00",Uang masuk penjualan cafe tanggal 30/10/2025
JV.2025.11.00874,31-Oct-2025,1-Nov-2025,MKG,Uang masuk,"1,384,125.00",Uang masuk penjualan cafe strada MKG tanggal 31/10/20025
JV.2025.11.00831,31-Oct-2025,1-Nov-2025,Gojek,Penjualan Event,"1,636,000.00",Penjualan Event Gojek tanggal 31/10/2025
JV.2025.10.01117,31-Oct-2025,31-Oct-2025,MKG,Penjualan cafe,"1,384,125.00",Penjualan cafe strada MKG tanggal 31/10/2025
JV.2025.10.01167,31-Oct-2025,31-Oct-2025,SMS,Penjualan cafe,"541,695.00",Penjualan cafe strada SMS tanggal 31/10/2025
JV.2025.11.00842,31-Oct-2025,1-Nov-2025,SMS,Uang masuk,"541,695.00",Uang masuk penjualan cafe strada SMS tanggal 31/10/2025
JV.2025.10.01058,31-Oct-2025,31-Oct-2025,La Piazza,Penjualan cafe,"13,016,810.00",Penjualan cafe tanggal 31/10/2025
JV.2025.11.00979,31-Oct-2025,1-Nov-2025,La Piazza,Uang masuk,"12,780,910.00",Uang masuk penjualan cafe tanggal 31/10/2025
JV.2025.11.00440,1-Nov-2025,1-Nov-2025,MKG,Penjualan cafe,"1,649,340.00",Penjualan cafe strada MKG tanggal 01/11/2025
JV.2025.11.00844,1-Nov-2025,2-Nov-2025,MKG,Uang masuk,"1,649,340.00",Uang masuk penjualan cafe strada MKG tanggal 01/11/2025
JV.2025.11.00680,1-Nov-2025,1-Nov-2025,SMS,Penjualan cafe,"1,149,380.00",Penjualan cafe strada SMS tanggal 01/11/2025
JV.2025.11.00832,1-Nov-2025,2-Nov-2025,SMS,Uang masuk,"1,149,380.00",Uang masuk penjualan cafe strada SMS tanggal 01/11/2025
JV.2025.11.00112,1-Nov-2025,1-Nov-2025,La Piazza,Penjualan cafe,"32,442,625.00",Penjualan cafe tanggal 01/11/2025
JV.2025.11.00980,1-Nov-2025,2-Nov-2025,La Piazza,Uang masuk,"32,176,825.00",Uang masuk penjualan cafe tanggal 01/11/2025
JV.2025.11.00441,2-Nov-2025,2-Nov-2025,MKG,Penjualan cafe,"2,239,545.00",Penjualan cafe strada MKG tanggal 02/11/2025
JV.2025.11.00845,2-Nov-2025,3-Nov-2025,MKG,Uang masuk,"2,239,545.00",Uang masuk penjualan cafe strada MKG tanggal 02/11/2025
JV.2025.11.00681,2-Nov-2025,2-Nov-2025,SMS,Penjualan cafe,"1,438,645.00",Penjualan cafe strada SMS tanggal 02/11/2025
JV.2025.11.00833,2-Nov-2025,3-Nov-2025,SMS,Uang masuk,"1,438,105.00",Uang masuk penjualan cafe strada SMS tanggal 02/11/2025
JV.2025.11.00113,2-Nov-2025,2-Nov-2025,La Piazza,Penjualan cafe,"25,012,165.00",Penjualan cafe tanggal 02/11/2025
JV.2025.11.00981,2-Nov-2025,3-Nov-2025,La Piazza,Uang masuk,"24,913,465.00",Uang masuk penjualan cafe tanggal 02/11/2025
JV.2025.11.00442,3-Nov-2025,3-Nov-2025,MKG,Penjualan cafe,"583,200.00",Penjualan cafe strada MKG tanggal 03/11/2025
JV.2025.11.00846,3-Nov-2025,4-Nov-2025,MKG,Uang masuk,"583,200.00",Uang masuk penjualan cafe strada MKG tanggal 03/11/2025
JV.2025.11.00682,3-Nov-2025,3-Nov-2025,SMS,Penjualan cafe,"418,110.00",Penjualan cafe strada SMS tanggal 03/11/2025
JV.2025.11.00834,3-Nov-2025,4-Nov-2025,SMS,Uang masuk,"418,110.00",Uang masuk penjualan cafe strada SMS tanggal 03/11/2025
JV.2025.11.00114,3-Nov-2025,3-Nov-2025,La Piazza,Penjualan cafe,"8,502,605.00",Penjualan cafe tanggal 03/11/2025
JV.2025.11.00982,3-Nov-2025,4-Nov-2025,La Piazza,Uang masuk,"8,290,730.00",Uang masuk penjualan cafe tanggal 03/11/2025
JV.2025.11.00448,4-Nov-2025,4-Nov-2025,MKG,Penjualan cafe,"471,240.00",Penjualan cafe strada MKG tanggal 04/11/2025
JV.2025.11.00847,4-Nov-2025,5-Nov-2025,MKG,Uang masuk,"471,240.00",Uang masuk penjualan cafe strada MKG tanggal 04/11/2025
JV.2025.11.00683,4-Nov-2025,4-Nov-2025,SMS,Penjualan cafe,"518,305.00",Penjualan cafe strada SMS tanggal 04/11/2025
JV.2025.11.00835,4-Nov-2025,5-Nov-2025,SMS,Uang masuk,"518,305.00",Uang masuk penjualan cafe strada SMS tanggal 04/11/2025
JV.2025.11.00115,4-Nov-2025,4-Nov-2025,La Piazza,Penjualan cafe,"12,284,615.00",Penjualan cafe tanggal 04/11/2025
JV.2025.11.00983,4-Nov-2025,5-Nov-2025,La Piazza,Uang masuk,"12,132,890.00",Uang masuk penjualan cafe tanggal 04/11/2025
JV.2025.11.00449,5-Nov-2025,5-Nov-2025,MKG,Penjualan cafe,"1,669,340.00",Penjualan cafe strada MKG tanggal 05/11/2025
JV.2025.11.00848,5-Nov-2025,6-Nov-2025,MKG,Uang masuk,"1,669,340.00",Uang masuk penjualan cafe strada MKG tanggal 05/11/2025
JV.2025.11.00684,5-Nov-2025,5-Nov-2025,SMS,Penjualan cafe,"170,940.00",Penjualan cafe strada SMS tanggal 05/11/2025
JV.2025.11.00836,5-Nov-2025,6-Nov-2025,SMS,Uang masuk,"170,940.00",Uang masuk penjualan cafe strada SMS tanggal 05/11/2025
JV.2025.11.00116,5-Nov-2025,5-Nov-2025,La Piazza,Penjualan cafe,"10,224,913.00",Penjualan cafe tanggal 05/11/2025
JV.2025.11.00984,5-Nov-2025,6-Nov-2025,La Piazza,Uang masuk,"9,984,768.00",Uang masuk penjualan cafe tanggal 05/11/2025
JV.2025.11.00450,6-Nov-2025,6-Nov-2025,MKG,Penjualan cafe,"361,515.00",Penjualan cafe strada MKG tanggal 06/11/2025
JV.2025.11.00849,6-Nov-2025,7-Nov-2025,MKG,Uang masuk,"361,515.00",Uang masuk penjualan cafe strada MKG tanggal 06/11/2025
JV.2025.11.00685,6-Nov-2025,6-Nov-2025,SMS,Penjualan cafe,"248,325.00",Penjualan cafe strada SMS tanggal 06/11/2025
JV.2025.11.00837,6-Nov-2025,7-Nov-2025,SMS,Uang masuk,"248,325.00",Uang masuk penjualan cafe strada SMS tanggal 06/11/2025
JV.2025.11.00117,6-Nov-2025,6-Nov-2025,La Piazza,Penjualan cafe,"12,666,070.00",Penjualan cafe tanggal 06/11/2025
JV.2025.11.00985,6-Nov-2025,7-Nov-2025,La Piazza,Uang masuk,"12,383,050.00",Uang masuk penjualan cafe tanggal 06/11/2025
JV.2025.11.00451,7-Nov-2025,7-Nov-2025,MKG,Penjualan cafe,"992,145.00",Penjualan cafe strada MKG tanggal 07/11/2025
JV.2025.11.00850,7-Nov-2025,8-Nov-2025,MKG,Uang masuk,"986,295.00",Uang masuk penjualan cafe strada MKG tanggal 07/11/2025
JV.2025.11.00686,7-Nov-2025,7-Nov-2025,SMS,Penjualan cafe,"80,850.00",Penjualan cafe strada SMS tanggal 07/11/2025
JV.2025.11.00838,7-Nov-2025,8-Nov-2025,SMS,Uang masuk,"80,850.00",Uang masuk penjualan cafe strada SMS tanggal 07/11/2025
